toponym,offset,latitude,longitude
Sicily,193,37.75,14.25
New York,198,40.714269,-74.005973
London,200,51.5072648,-0.1278328
London,201,51.5072648,-0.1278328
Aix,203,43.5283,5.44973
Cannes,204,43.55135,7.01275
Dorset,206,50.75,-2.333333
Silverton,207,45.00512,-122.78315
Sicily,211,37.75,14.25
Dorset,212,50.75,-2.333333
LONDON,213,51.5072648,-0.1278328
New York,214,40.714269,-74.005973
New York,215,40.714269,-74.005973
New York,216,40.714269,-74.005973
Rosedale,217,39.32011,-76.51552
Cannes,219,43.55135,7.01275
Dorset,220,50.75,-2.333333
Dorset,222,50.75,-2.333333
Paris,223,48.85341,2.3488
Nice,226,43.70313,7.26608
Dorset,228,50.75,-2.333333
Dorset,229,50.75,-2.333333
Dorset,230,50.75,-2.333333
Dorset,231,50.75,-2.333333
Dorset,233,50.75,-2.333333
Dorset,234,50.75,-2.333333
Dorset,235,50.75,-2.333333
Dorset,236,50.75,-2.333333
Dorset,237,50.75,-2.333333
Dorset,238,50.75,-2.333333
Dorset,239,50.75,-2.333333
Dorset,241,50.75,-2.333333
Dorset,242,50.75,-2.333333
Dorset,243,50.75,-2.333333
Dorset,244,50.75,-2.333333
Dorset,245,50.75,-2.333333
Dorset,246,50.75,-2.333333
Dorset,247,50.75,-2.333333
Dorset,248,50.75,-2.333333
Dorset,249,50.75,-2.333333
Dorset,252,50.75,-2.333333
Dorset,254,50.75,-2.333333
Dorset,255,50.75,-2.333333
Dorset,256,50.75,-2.333333
Paris,257,48.85341,2.3488
England,258,52.16045,-0.70312
Dorset,259,50.75,-2.333333
America,262,39.76,-98.5
New Amsterdam,263,6.24793,-57.5171
Newport,264,51.5882332,-2.9974967
London,267,51.5072648,-0.1278328
London,268,51.5072648,-0.1278328
America,269,39.76,-98.5
Dorset,270,50.75,-2.333333
Rosedale,271,39.32011,-76.51552
Rosedale,272,39.32011,-76.51552
Roslyn,276,40.79982,-73.65096
Coney Island,277,40.57788,-73.99403
Newport,278,51.5882332,-2.9974967
Alaska,280,64.00028,-150.00028
Newport,281,51.5882332,-2.9974967
Alaska,282,64.00028,-150.00028
Alaska,283,64.00028,-150.00028
Lake George,284,43.42618,-73.71234
New York,285,40.714269,-74.005973
Alaska,286,64.00028,-150.00028
Newport,287,51.5882332,-2.9974967
Rosedale,290,39.32011,-76.51552
Rosedale,291,39.32011,-76.51552
Rosedale,292,39.32011,-76.51552
Rosedale,293,39.32011,-76.51552
Dorset,295,50.75,-2.333333
Dorset,296,50.75,-2.333333
Dorset,297,50.75,-2.333333
Dorset,298,50.75,-2.333333
Rosedale,299,39.32011,-76.51552
Rosedale,300,39.32011,-76.51552
Rosedale,301,39.32011,-76.51552
Rosedale,302,39.32011,-76.51552
Dorset,303,50.75,-2.333333
Rosedale,305,39.32011,-76.51552
Rosedale,306,39.32011,-76.51552
Rosedale,307,39.32011,-76.51552
Rosedale,309,39.32011,-76.51552
Rosedale,311,39.32011,-76.51552
Rosedale,312,39.32011,-76.51552
Rosedale,313,39.32011,-76.51552
Rosedale,314,39.32011,-76.51552
Rosedale,315,39.32011,-76.51552
Rosedale,316,39.32011,-76.51552
Rosedale,317,39.32011,-76.51552
Rosedale,318,39.32011,-76.51552
Rosedale,319,39.32011,-76.51552
Dorset,320,50.75,-2.333333
Rosedale,321,39.32011,-76.51552
Rosedale,322,39.32011,-76.51552
Rosedale,323,39.32011,-76.51552
Rosedale,325,39.32011,-76.51552
Rosedale,326,39.32011,-76.51552
Rosedale,327,39.32011,-76.51552
England,332,52.16045,-0.70312
Alaska,333,64.00028,-150.00028
"New
York",334,55.0253096,-1.4870706
Rosedale,336,39.32011,-76.51552
New York,339,40.714269,-74.005973
Rosedale,340,39.32011,-76.51552
Rosedale,341,39.32011,-76.51552
Rosedale,342,39.32011,-76.51552
Rosedale,343,39.32011,-76.51552
Rosedale,344,39.32011,-76.51552
Rosedale,345,39.32011,-76.51552
Rosedale,346,39.32011,-76.51552
Rosedale,347,39.32011,-76.51552
Rosedale,348,39.32011,-76.51552
Rosedale,349,39.32011,-76.51552
Rosedale,350,39.32011,-76.51552
Rosedale,351,39.32011,-76.51552
Rosedale,352,39.32011,-76.51552
Rosedale,353,39.32011,-76.51552
Rosedale,354,39.32011,-76.51552
Rosedale,355,39.32011,-76.51552
Rosedale,356,39.32011,-76.51552
Rosedale,357,39.32011,-76.51552
Bertha Dorset,358,50.75,-2.333333
Rosedale,359,39.32011,-76.51552
South,362,6.66667,2.25
Rosedale,363,39.32011,-76.51552
Paris,365,48.85341,2.3488
London,366,51.5072648,-0.1278328
Rosedale,367,39.32011,-76.51552
Rosedale,368,39.32011,-76.51552
Rosedale,369,39.32011,-76.51552
Garden,376,45.7747,-86.5507
London,377,51.5072648,-0.1278328
United States,379,39.76,-98.5
United States,380,39.76,-98.5
United States,381,39.76,-98.5
United States,382,39.76,-98.5
United States,383,39.76,-98.5
United States,384,39.76,-98.5
"United
States",385,38.0,-97.0
United States,386,39.76,-98.5
Mississippi,387,32.75041,-89.75036
U.S.,388,39.76,-98.5
Salt Lake City,390,40.76078,-111.89105
UT,391,39.25024,-111.75103
"United
States",392,38.0,-97.0
United States,393,39.76,-98.5
U.S.,394,39.76,-98.5
U.S.,395,39.76,-98.5
