toponym,offset,latitude,longitude
Scotland Yard,104,54.0,-2.0
Mongolia,105,46.0,105.0
London,106,51.5072648,-0.1278328
London,107,51.5072648,-0.1278328
Mongolia,108,46.0,105.0
London,109,51.5072648,-0.1278328
Paris,110,48.85341,2.3488
Paris,111,48.85341,2.3488
Turin,112,45.07049,7.68682
Turin,113,45.07049,7.68682
Brindisi,114,40.62773,17.93682
Mongolia,115,46.0,105.0
Paris,116,48.85341,2.3488
Brindisi,117,40.62773,17.93682
Bombay,118,19.07283,72.88261
Calcutta,119,22.56263,88.36304
Hong Kong,121,22.28552,114.15769
Yokohama,122,35.44778,139.6425
San Francisco,123,37.77493,-122.41942
New York,124,40.714269,-74.005973
London,125,51.5072648,-0.1278328
Egypt,126,27.0,30.0
Egypt,127,27.0,30.0
Africa,128,35.50472,11.06222
Africa,129,35.50472,11.06222
Africa,130,35.50472,11.06222
Paris,131,48.85341,2.3488
Paris,132,48.85341,2.3488
London,133,51.5072648,-0.1278328
London,134,51.5072648,-0.1278328
Mongolia,135,46.0,105.0
Bombay,136,19.07283,72.88261
London,137,51.5072648,-0.1278328
London,138,51.5072648,-0.1278328
London,139,51.5072648,-0.1278328
Bombay,140,19.07283,72.88261
Bombay,141,19.07283,72.88261
Bombay,142,19.07283,72.88261
India,143,20.0,77.0
London,145,51.5072648,-0.1278328
London,146,51.5072648,-0.1278328
Bombay,147,19.07283,72.88261
Mongolia,148,46.0,105.0
India,149,20.0,77.0
London,150,51.5072648,-0.1278328
Mongolia,151,46.0,105.0
Aden,152,12.77944,45.03667
Mongolia,153,46.0,105.0
Brindisi,154,40.62773,17.93682
India,155,20.0,77.0
Bombay,156,19.07283,72.88261
Calcutta,157,22.56263,88.36304
Bombay,158,19.07283,72.88261
Mongolia,159,46.0,105.0
Red Sea,160,27.18624,33.78845
Mongolia,161,46.0,105.0
Mongolia,162,46.0,105.0
Red Sea,163,27.18624,33.78845
Mongolia,164,46.0,105.0
Goa,165,15.40927,73.78868
Bombay,166,19.07283,72.88261
Benares,167,25.31668,83.01042
Bombay,168,19.07283,72.88261
Bombay,169,19.07283,72.88261
India,170,20.0,77.0
India,171,20.0,77.0
Bombay,172,19.07283,72.88261
Mongolia,173,46.0,105.0
Aden,175,12.77944,45.03667
Mongolia,176,46.0,105.0
Bombay,177,19.07283,72.88261
Mongolia,178,46.0,105.0
Aden,179,12.77944,45.03667
Aden,180,12.77944,45.03667
Aden,181,12.77944,45.03667
Gibraltar,182,36.13333,-5.35
Mongolia,184,46.0,105.0
Bombay,186,19.07283,72.88261
Bombay,187,19.07283,72.88261
Bombay,188,19.07283,72.88261
Mongolia,189,46.0,105.0
Bombay,190,19.07283,72.88261
London,191,51.5072648,-0.1278328
India,192,20.0,77.0
Calcutta,193,22.56263,88.36304
Madras,194,13.08784,80.27847
Bombay,195,19.07283,72.88261
Bengal,196,24.0,88.0
Agra,197,27.18333,78.01667
India,198,20.0,77.0
India,199,20.0,77.0
Madras,200,13.08784,80.27847
India,201,20.0,77.0
India,202,20.0,77.0
Ganges,204,43.9338,3.70784
Bombay,205,19.07283,72.88261
Calcutta,206,22.56263,88.36304
India,207,20.0,77.0
Bombay,208,19.07283,72.88261
Calcutta,209,22.56263,88.36304
Bombay,211,19.07283,72.88261
Allahabad,214,25.44894,81.83328
Ganges,215,43.9338,3.70784
Benares,216,25.31668,83.01042
Chandernagor,217,22.86225,88.36796
Calcutta,218,22.56263,88.36304
Mongolia,219,46.0,105.0
Calcutta,220,22.56263,88.36304
Bombay,221,19.07283,72.88261
India,225,20.0,77.0
Bombay,226,19.07283,72.88261
London,227,51.5072648,-0.1278328
Bombay,228,19.07283,72.88261
London,229,51.5072648,-0.1278328
Bombay,230,19.07283,72.88261
London,231,51.5072648,-0.1278328
Bombay,232,19.07283,72.88261
Mongolia,233,46.0,105.0
Bombay,234,19.07283,72.88261
Paris,235,48.85341,2.3488
Calcutta,236,22.56263,88.36304
Bombay,237,19.07283,72.88261
Bombay,239,19.07283,72.88261
Calcutta,240,22.56263,88.36304
Mongolia,241,46.0,105.0
Benares,242,25.31668,83.01042
India,243,20.0,77.0
England,244,52.16045,-0.70312
India,245,20.0,77.0
London,246,51.5072648,-0.1278328
Bombay,247,19.07283,72.88261
India,250,20.0,77.0
India,254,20.0,77.0
Surat,257,21.19594,72.83023
Bombay,258,19.07283,72.88261
India,259,20.0,77.0
London,263,51.5072648,-0.1278328
Allahabad,266,25.44894,81.83328
Bombay,267,19.07283,72.88261
Calcutta,268,22.56263,88.36304
Calcutta,270,22.56263,88.36304
Hong Kong,271,22.28552,114.15769
Calcutta,272,22.56263,88.36304
India,273,20.0,77.0
Allahabad,274,25.44894,81.83328
Allahabad,275,25.44894,81.83328
Allahabad,278,25.44894,81.83328
Ganges,283,43.9338,3.70784
India,284,20.0,77.0
India,285,20.0,77.0
Bombay,287,19.07283,72.88261
Bombay,289,19.07283,72.88261
Allahabad,293,25.44894,81.83328
India,295,20.0,77.0
Madras,296,13.08784,80.27847
Bombay,297,19.07283,72.88261
Calcutta,298,22.56263,88.36304
India,299,20.0,77.0
Allahabad,300,25.44894,81.83328
Calcutta,301,22.56263,88.36304
Calcutta,302,22.56263,88.36304
Hong Kong,303,22.28552,114.15769
Allahabad,304,25.44894,81.83328
India,305,20.0,77.0
Ganges,306,43.9338,3.70784
Ganges,307,43.9338,3.70784
Golconda,312,37.36727,-88.48643
Allahabad,314,25.44894,81.83328
Benares,316,25.31668,83.01042
Hong Kong,318,22.28552,114.15769
Hong Kong,319,22.28552,114.15769
Benares,320,25.31668,83.01042
Benares,321,25.31668,83.01042
Athens,322,37.97945,23.71622
India,323,20.0,77.0
Benares,324,25.31668,83.01042
Benares,325,25.31668,83.01042
Ganges,326,43.9338,3.70784
Behar,327,25.19729,85.52374
India,328,20.0,77.0
Ganges,329,43.9338,3.70784
Benares,331,25.31668,83.01042
Behar,332,25.19729,85.52374
Ganges,333,43.9338,3.70784
Patna,335,25.60222,85.11936
India,336,20.0,77.0
Manchester,337,53.48095,-2.23743
Birmingham,338,52.4813678,-1.8980725
Bengal,339,24.0,88.0
Golconda,340,37.36727,-88.48643
Burdwan,342,23.25572,87.85691
Chandernagor,343,22.86225,88.36796
Calcutta,344,22.56263,88.36304
Hong Kong,345,22.28552,114.15769
Calcutta,346,22.56263,88.36304
London,347,51.5072648,-0.1278328
Bombay,348,19.07283,72.88261
India,349,20.0,77.0
Hong Kong,350,22.28552,114.15769
Hong Kong,352,22.28552,114.15769
Bombay,353,19.07283,72.88261
Bombay,355,19.07283,72.88261
Bombay,358,19.07283,72.88261
Bombay,359,19.07283,72.88261
Calcutta,360,22.56263,88.36304
Calcutta,362,22.56263,88.36304
Calcutta,363,22.56263,88.36304
Calcutta,364,22.56263,88.36304
Bombay,365,19.07283,72.88261
Bombay,367,19.07283,72.88261
Calcutta,368,22.56263,88.36304
Rangoon,370,16.80528,96.15611
London,371,51.5072648,-0.1278328
Rangoon,372,16.80528,96.15611
Mongolia,374,46.0,105.0
Calcutta,375,22.56263,88.36304
Hong Kong,376,22.28552,114.15769
India,377,20.0,77.0
Hong Kong,378,22.28552,114.15769
Rangoon,381,16.80528,96.15611
China,383,35.0,105.0
Rangoon,384,16.80528,96.15611
Calcutta,385,22.56263,88.36304
"Hong
Kong",386,22.25,114.1667
Bombay,387,19.07283,72.88261
Hong Kong,388,22.28552,114.15769
Hong Kong,390,22.28552,114.15769
Hong Kong,391,22.28552,114.15769
China,392,35.0,105.0
Japan,393,35.68536,139.75309
America,394,39.76,-98.5
Hong Kong,395,22.28552,114.15769
Hong Kong,396,22.28552,114.15769
Hong Kong,397,22.28552,114.15769
Bombay,398,19.07283,72.88261
Calcutta,399,22.56263,88.36304
Hong Kong,400,22.28552,114.15769
Rangoon,402,16.80528,96.15611
Bombay,403,19.07283,72.88261
Calcutta,404,22.56263,88.36304
Hong Kong,405,22.28552,114.15769
Hong Kong,406,22.28552,114.15769
Yokohama,407,35.44778,139.6425
Rangoon,408,16.80528,96.15611
Hong Kong,410,22.28552,114.15769
Rangoon,411,16.80528,96.15611
Rangoon,413,16.80528,96.15611
Mongolia,414,46.0,105.0
Bombay,415,19.07283,72.88261
Hong Kong,416,22.28552,114.15769
Hong Kong,417,22.28552,114.15769
Calcutta,418,22.56263,88.36304
Bengal,419,24.0,88.0
Bombay,421,19.07283,72.88261
Calcutta,422,22.56263,88.36304
Hong Kong,424,22.28552,114.15769
Rangoon,425,16.80528,96.15611
HONG KONG,427,22.28552,114.15769
Mongolia,428,46.0,105.0
Bombay,429,19.07283,72.88261
Rangoon,430,16.80528,96.15611
Hong Kong,431,22.28552,114.15769
Rangoon,432,16.80528,96.15611
Malacca,433,2.196,102.2405
Rangoon,435,16.80528,96.15611
New Holland,438,40.10176,-76.08523
Rangoon,439,16.80528,96.15611
Malacca,441,2.196,102.2405
Hong Kong,443,22.28552,114.15769
Yokohama,444,35.44778,139.6425
Rangoon,445,16.80528,96.15611
Rangoon,449,16.80528,96.15611
Hong Kong,451,22.28552,114.15769
Yokohama,452,35.44778,139.6425
Hong Kong,453,22.28552,114.15769
Bombay,454,19.07283,72.88261
China,455,35.0,105.0
America,456,39.76,-98.5
America,457,39.76,-98.5
Hong Kong,459,22.28552,114.15769
Rangoon,462,16.80528,96.15611
Rangoon,463,16.80528,96.15611
"Hong
Kong",464,22.25,114.1667
Yokohama,465,35.44778,139.6425
Rangoon,466,16.80528,96.15611
Hong Kong,467,22.28552,114.15769
Rangoon,468,16.80528,96.15611
Yokohama,469,35.44778,139.6425
Rangoon,470,16.80528,96.15611
Hong Kong,471,22.28552,114.15769
Yokohama,472,35.44778,139.6425
Hong Kong,473,22.28552,114.15769
Yokohama,474,35.44778,139.6425
Hong Kong,475,22.28552,114.15769
Rangoon,476,16.80528,96.15611
Japan,477,35.68536,139.75309
Pacific,478,38.482,-90.74152
Yokohama,479,35.44778,139.6425
San Francisco,480,37.77493,-122.41942
Hong Kong,481,22.28552,114.15769
Yokohama,482,35.44778,139.6425
Yokohama,483,35.44778,139.6425
Pacific,484,38.482,-90.74152
London,485,51.5072648,-0.1278328
Hong Kong,486,22.28552,114.15769
China,487,35.0,105.0
Holland,489,52.5,5.75
Hong Kong,490,22.28552,114.15769
Holland,491,52.5,5.75
Hong Kong,493,22.28552,114.15769
Nankin,494,32.06167,118.77778
Macao,496,22.20056,113.54611
Hong Kong,497,22.28552,114.15769
Macao,498,22.20056,113.54611
Hong Kong,499,22.28552,114.15769
Kent,500,51.2474823,0.7105077
Surrey,501,51.2316107,-0.3756192
Victoria,502,22.28552,114.15769
Hong Kong,503,22.28552,114.15769
Bombay,504,19.07283,72.88261
Calcutta,505,22.56263,88.36304
Victoria,507,22.28552,114.15769
Hong Kong,508,22.28552,114.15769
America,509,39.76,-98.5
Hong Kong,510,22.28552,114.15769
Hong Kong,511,22.28552,114.15769
London,512,51.5072648,-0.1278328
London,514,51.5072648,-0.1278328
Hong Kong,515,22.28552,114.15769
Yokohama,516,35.44778,139.6425
Rangoon,518,16.80528,96.15611
Hong Kong,519,22.28552,114.15769
Hong Kong,520,22.28552,114.15769
Hong Kong,521,22.28552,114.15769
Yokohama,522,35.44778,139.6425
Macao,523,22.20056,113.54611
Yokohama,524,35.44778,139.6425
Yokohama,525,35.44778,139.6425
San Francisco,526,37.77493,-122.41942
Yokohama,527,35.44778,139.6425
Yokohama,529,35.44778,139.6425
Hong Kong,530,22.28552,114.15769
Nagasaki,531,32.74472,129.87361
Japan,532,35.68536,139.75309
Shanghai,533,31.22222,121.45806
Shanghai,534,31.22222,121.45806
Yokohama,535,35.44778,139.6425
Shanghai,536,31.22222,121.45806
Nagasaki,537,32.74472,129.87361
San Francisco,538,37.77493,-122.41942
Yokohama,539,35.44778,139.6425
Yokohama,540,35.44778,139.6425
Nagasaki,541,32.74472,129.87361
Shanghai,542,31.22222,121.45806
Shanghai,543,31.22222,121.45806
Shanghai,544,31.22222,121.45806
Hong Kong,545,22.28552,114.15769
Yokohama,548,35.44778,139.6425
Shanghai,549,31.22222,121.45806
"Hong
Kong",550,22.25,114.1667
Yokohama,552,35.44778,139.6425
San Francisco,553,37.77493,-122.41942
America,554,39.76,-98.5
England,555,52.16045,-0.70312
United States,556,39.76,-98.5
United States,557,39.76,-98.5
Yokohama,558,35.44778,139.6425
Shanghai,560,31.22222,121.45806
Hong Kong,561,22.28552,114.15769
Yokohama,562,35.44778,139.6425
London,563,51.5072648,-0.1278328
Shanghai,566,31.22222,121.45806
Shanghai,567,31.22222,121.45806
Shanghai,568,31.22222,121.45806
Shanghai,569,31.22222,121.45806
Yokohama,570,35.44778,139.6425
Shanghai,572,31.22222,121.45806
Shanghai,574,31.22222,121.45806
Shanghai,575,31.22222,121.45806
Yokohama,576,35.44778,139.6425
Hong Kong,577,22.28552,114.15769
Japan,578,35.68536,139.75309
China,579,35.0,105.0
England,580,52.16045,-0.70312
London,581,51.5072648,-0.1278328
Yokohama,582,35.44778,139.6425
Hong Kong,583,22.28552,114.15769
Japan,584,35.68536,139.75309
Japan,585,35.68536,139.75309
Yokohama,586,35.44778,139.6425
Pacific,587,38.482,-90.74152
North America,588,33.61571,-81.10204
China,589,35.0,105.0
Japan,590,35.68536,139.75309
Yokohama,592,35.44778,139.6425
Hong Kong,593,22.28552,114.15769
Calcutta,594,22.56263,88.36304
Yokohama,595,35.44778,139.6425
Yokohama,597,35.44778,139.6425
Japan,598,35.68536,139.75309
China,599,35.0,105.0
Japan,600,35.68536,139.75309
Japan,601,35.68536,139.75309
Yokohama,602,35.44778,139.6425
America,604,39.76,-98.5
San Francisco,605,37.77493,-122.41942
Pacific,606,38.482,-90.74152
Japan,607,35.68536,139.75309
United States,608,39.76,-98.5
Pacific,609,38.482,-90.74152
Paris,610,48.85341,2.3488
France,611,46.0,2.0
San Francisco,612,37.77493,-122.41942
PACIFIC,616,38.482,-90.74152
Shanghai,617,31.22222,121.45806
Yokohama,618,35.44778,139.6425
Nagasaki,619,32.74472,129.87361
Yokohama,620,35.44778,139.6425
San Francisco,621,37.77493,-122.41942
Hong Kong,622,22.28552,114.15769
Shanghai,623,31.22222,121.45806
Hong Kong,624,22.28552,114.15769
Yokohama,625,35.44778,139.6425
San Francisco,626,37.77493,-122.41942
San Francisco,627,37.77493,-122.41942
New York,628,40.714269,-74.005973
London,629,51.5072648,-0.1278328
California,630,35.125624,-118.021353
Pacific,631,38.482,-90.74152
Japan,632,35.68536,139.75309
China,633,35.0,105.0
San Francisco,634,37.77493,-122.41942
New York,635,40.714269,-74.005973
New York,636,40.714269,-74.005973
Liverpool,637,53.4054719,-2.9805393
Yokohama,638,35.44778,139.6425
London,639,51.5072648,-0.1278328
London,640,51.5072648,-0.1278328
Aden,641,12.77944,45.03667
Aden,642,12.77944,45.03667
Bombay,643,19.07283,72.88261
Calcutta,644,22.56263,88.36304
Yokohama,647,35.44778,139.6425
London,648,51.5072648,-0.1278328
London,649,51.5072648,-0.1278328
London,650,51.5072648,-0.1278328
Yokohama,651,35.44778,139.6425
Bombay,652,19.07283,72.88261
England,653,52.16045,-0.70312
Bombay,655,19.07283,72.88261
Hong Kong,656,22.28552,114.15769
Yokohama,657,35.44778,139.6425
England,658,52.16045,-0.70312
England,659,52.16045,-0.70312
Golden Gate,660,26.18787,-81.69509
San Francisco,661,37.77493,-122.41942
SAN FRANCISCO,662,37.77493,-122.41942
Sacramento,664,38.58157,-121.4944
Mexico,665,23.0,-102.0
Chili,666,-30.0,-71.0
Peru,667,-10.0,-76.0
Brazil,668,-10.0,-55.0
Pacific,671,38.482,-90.74152
New York,672,40.714269,-74.005973
San Francisco,673,37.77493,-122.41942
San Francisco,676,37.77493,-122.41942
London,677,51.5072648,-0.1278328
Paris,679,48.85341,2.3488
Broadway,680,38.61317,-78.79891
New York,681,40.714269,-74.005973
England,683,52.16045,-0.70312
Pacific,687,38.482,-90.74152
San Francisco,689,37.77493,-122.41942
Alabama,692,32.75041,-86.75026
London,693,51.5072648,-0.1278328
England,694,52.16045,-0.70312
America,699,39.76,-98.5
San Francisco,700,37.77493,-122.41942
PACIFIC,701,38.482,-90.74152
United States,702,39.76,-98.5
San Francisco,705,37.77493,-122.41942
Omaha,706,41.25861,-95.93779
Omaha,707,41.25861,-95.93779
New York,708,40.714269,-74.005973
New York,709,40.714269,-74.005973
San Francisco,710,37.77493,-122.41942
Omaha,711,41.25861,-95.93779
Pacific,712,38.482,-90.74152
Illinois,713,40.00032,-89.25037
New York,714,40.714269,-74.005973
San Francisco,715,37.77493,-122.41942
Omaha,716,41.25861,-95.93779
Nebraska,717,40.477613,-95.727978
Iowa,719,42.00027,-93.50049
Kansas,720,38.50029,-98.50063
Colorado,721,39.00027,-105.50083
Oregon,722,44.00013,-120.50139
Omaha,723,41.25861,-95.93779
Sierra Nevada,731,37.095,-3.3969
Sacramento,732,38.58157,-121.4944
Pacific,733,38.482,-90.74152
New York,736,40.714269,-74.005973
Omaha,738,41.25861,-95.93779
California,739,35.125624,-118.021353
San Francisco,740,37.77493,-122.41942
Sacramento,741,38.58157,-121.4944
Sacramento,743,38.58157,-121.4944
Omaha,744,41.25861,-95.93779
San Francisco,745,37.77493,-122.41942
Sacramento,746,38.58157,-121.4944
Sacramento,749,38.58157,-121.4944
Sacramento,750,38.58157,-121.4944
Colfax,752,46.88017,-117.36435
Sierra Nevada,753,37.095,-3.3969
Nevada,754,39.25021,-116.75119
Nevada,758,39.25021,-116.75119
United States,764,39.76,-98.5
Israel,766,31.5,34.75
Vermont,767,44.00034,-72.74983
America,768,39.76,-98.5
England,769,52.16045,-0.70312
Norway,770,62.0,10.0
Sweden,771,62.0,15.0
Germany,772,51.5,10.5
Ohio,773,40.25034,-83.00018
Kirkland,774,47.68149,-122.20874
Missouri,775,38.25031,-92.50046
Far West,776,39.67112,-94.13161
Illinois,777,40.00032,-89.25037
Nauvoo,778,40.55004,-91.38487
Mississippi,779,32.75041,-89.75036
United States,780,39.76,-98.5
Carthage,781,36.86108,10.33161
Nauvoo,782,40.55004,-91.38487
California,785,35.125624,-118.021353
Vermont,787,44.00034,-72.74983
Illinois,788,40.00032,-89.25037
Ohio,789,40.25034,-83.00018
Missouri,790,38.25031,-92.50046
Jordan,794,31.0,36.0
Jordan,797,31.0,36.0
Ogden,798,41.223,-111.97383
Salt Lake City,799,40.76078,-111.89105
Jordan,800,31.0,36.0
Salt Lake City,803,40.76078,-111.89105
Ogden,805,41.223,-111.97383
San Francisco,807,37.77493,-122.41942
Pacific,813,38.482,-90.74152
Green Creek,815,39.20282,-88.52338
Fort Bridger,816,41.31662,-110.38433
Wyoming,817,41.195479,-105.84162
Green River,819,41.52858,-109.46625
Green River,820,41.52858,-109.46625
America,822,39.76,-98.5
New York,823,40.714269,-74.005973
"Arkansas
River",831,39.072446,-78.736378
Missouri,832,38.25031,-92.50046
Omaha,835,41.25861,-95.93779
Denver,839,39.73915,-104.9847
Colorado,840,39.00027,-105.50083
New York,842,40.714269,-74.005973
Wyoming,844,41.195479,-105.84162
Colorado,845,39.00027,-105.50083
Nebraska,846,40.477613,-95.727978
Julesburg,848,40.98833,-102.26435
Omaha,851,41.25861,-95.93779
North Platte,853,41.12389,-100.76542
Missouri,854,38.25031,-92.50046
Omaha,855,41.25861,-95.93779
America,859,39.76,-98.5
England,860,52.16045,-0.70312
New York,861,40.714269,-74.005973
Chicago,862,41.85003,-87.65005
America,863,39.76,-98.5
Kearney,872,40.69946,-99.08148
New York,878,40.714269,-74.005973
Arkansas,880,33.981735,-91.5578
Omaha,882,41.25861,-95.93779
San Francisco,883,37.77493,-122.41942
Omaha,885,41.25861,-95.93779
San Francisco,887,37.77493,-122.41942
Omaha,891,41.25861,-95.93779
New York,892,40.714269,-74.005973
New York,893,40.714269,-74.005973
Omaha,894,41.25861,-95.93779
Chicago,895,41.85003,-87.65005
New York,896,40.714269,-74.005973
England,899,52.16045,-0.70312
England,900,52.16045,-0.70312
Omaha,901,41.25861,-95.93779
Omaha,902,41.25861,-95.93779
Omaha,903,41.25861,-95.93779
Columbus,905,39.96118,-82.99879
Nebraska,906,40.477613,-95.727978
Fremont,907,37.54827,-121.98857
Omaha,908,41.25861,-95.93779
New York,911,40.714269,-74.005973
Omaha,912,41.25861,-95.93779
Omaha,915,41.25861,-95.93779
Omaha,917,41.25861,-95.93779
Nebraska,919,40.477613,-95.727978
Omaha,920,41.25861,-95.93779
Chicago,921,41.85003,-87.65005
Chicago,922,41.85003,-87.65005
Omaha,924,41.25861,-95.93779
Iowa,925,42.00027,-93.50049
Iowa City,926,41.66113,-91.53017
Mississippi,927,32.75041,-89.75036
Davenport,928,41.52364,-90.57764
Rock Island,929,41.50948,-90.57875
Illinois,930,40.00032,-89.25037
Chicago,931,41.85003,-87.65005
Lake Michigan,932,43.85197,-85.00531
Chicago,933,41.85003,-87.65005
New York,934,40.714269,-74.005973
Chicago,935,41.85003,-87.65005
Pittsburgh,936,40.44062,-79.99589
Fort Wayne,937,41.1306,-85.12886
Indiana,939,40.00032,-86.25027
Ohio,940,40.25034,-83.00018
Pennsylvania,941,40.696298,-77.995133
New Jersey,942,40.16706,-74.49987
China,944,35.0,105.0
China,945,35.0,105.0
Hamburg,946,53.57532,10.01534
Liverpool,947,53.4054719,-2.9805393
London,948,51.5072648,-0.1278328
Southampton,949,50.9035305,-1.4041996
Jersey City,952,40.72816,-74.07764
Broadway,953,38.61317,-78.79891
China,955,35.0,105.0
Liverpool,957,53.4054719,-2.9805393
London,958,51.5072648,-0.1278328
London,960,51.5072648,-0.1278328
Cardiff,961,51.48,-3.18
China,962,35.0,105.0
Bordeaux,963,44.84044,-0.5805
Bordeaux,964,44.84044,-0.5805
New York,965,40.714269,-74.005973
Hong Kong,966,22.28552,114.15769
Bordeaux,968,44.84044,-0.5805
St. Nicholas,969,37.53753,25.16343
England,970,52.16045,-0.70312
Liverpool,973,53.4054719,-2.9805393
Bordeaux,974,44.84044,-0.5805
Liverpool,975,53.4054719,-2.9805393
New York,976,40.714269,-74.005973
Liverpool,977,53.4054719,-2.9805393
Liverpool,978,53.4054719,-2.9805393
Newfoundland,979,52.0,-56.0
London,980,51.5072648,-0.1278328
New York,981,40.714269,-74.005973
Bordeaux,982,44.84044,-0.5805
New York,983,40.714269,-74.005973
Liverpool,984,53.4054719,-2.9805393
Liverpool,985,53.4054719,-2.9805393
London,986,51.5072648,-0.1278328
New York,987,40.714269,-74.005973
Queenstown,988,-31.89756,26.87533
London,989,51.5072648,-0.1278328
Queenstown,990,-31.89756,26.87533
Queenstown,991,-31.89756,26.87533
Queenstown,992,-31.89756,26.87533
Liverpool,995,53.4054719,-2.9805393
Liverpool,997,53.4054719,-2.9805393
London,998,51.5072648,-0.1278328
Liverpool,1001,53.4054719,-2.9805393
London,1002,51.5072648,-0.1278328
LONDON,1003,51.5072648,-0.1278328
London,1004,51.5072648,-0.1278328
Liverpool,1005,53.4054719,-2.9805393
Liverpool,1006,53.4054719,-2.9805393
London,1007,51.5072648,-0.1278328
London,1008,51.5072648,-0.1278328
London,1011,51.5072648,-0.1278328
London,1012,51.5072648,-0.1278328
London,1013,51.5072648,-0.1278328
Liverpool,1017,53.4054719,-2.9805393
England,1018,52.16045,-0.70312
England,1022,52.16045,-0.70312
India,1023,20.0,77.0
Edinburgh,1026,55.9483399,-3.1932723
London,1027,51.5072648,-0.1278328
America,1028,39.76,-98.5
Pall Mall,1031,36.55062,-84.96772
China,1032,35.0,105.0
New York,1033,40.714269,-74.005973
America,1034,39.76,-98.5
London,1035,51.5072648,-0.1278328
London,1037,51.5072648,-0.1278328
London,1038,51.5072648,-0.1278328
London,1039,51.5072648,-0.1278328
India,1040,20.0,77.0
India,1041,20.0,77.0
United States,1042,39.76,-98.5
United States,1043,39.76,-98.5
United States,1044,39.76,-98.5
United States,1045,39.76,-98.5
United States,1046,39.76,-98.5
United States,1047,39.76,-98.5
"United
States",1048,38.0,-97.0
United States,1049,39.76,-98.5
Mississippi,1050,32.75041,-89.75036
U.S.,1051,39.76,-98.5
Salt Lake City,1053,40.76078,-111.89105
UT,1054,39.25024,-111.75103
"United
States",1055,38.0,-97.0
United States,1056,39.76,-98.5
U.S.,1057,39.76,-98.5
U.S.,1058,39.76,-98.5
